div,name,price,virev,blgrev,addr1,addr2,attr,rating,review_name,review_cnt,,,,,,,,,,,,
캠핑,와이글램핑,174000,321,115,경기,양평군,"주차, 포장, 예약, 유아시설(놀이방), 남/녀 화장실 구분, 국민지원금",4.24,깨끗해요,20,,,,,,,,,,,,
캠핑,와이글램핑,174000,321,115,경기,양평군,"주차, 포장, 예약, 유아시설(놀이방), 남/녀 화장실 구분, 국민지원금",4.24,주차하기 편해요,18,,,,,,,,,,,,
캠핑,와이글램핑,174000,321,115,경기,양평군,"주차, 포장, 예약, 유아시설(놀이방), 남/녀 화장실 구분, 국민지원금",4.24,화장실이 잘 되어있어요,18,,,,,,,,,,,,
캠핑,와이캠핑장,116200,"1,033",191,경기,가평군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",3.93,개수대가 잘 되어있어요,116,,,,,,,,,,,,
캠핑,와이캠핑장,116200,"1,033",191,경기,가평군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",3.93,공용시설 관리가 잘돼요,77,,,,,,,,,,,,
캠핑,와이캠핑장,116200,"1,033",191,경기,가평군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",3.93,화장실이 잘 되어있어요,74,,,,,,,,,,,,
캠핑,와이캠핑장,116200,"1,033",191,경기,가평군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",3.93,깨끗해요,73,,,,,,,,,,,,
캠핑,와이캠핑장,116200,"1,033",191,경기,가평군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",3.93,온수가 잘 나와요,65,,,,,,,,,,,,
캠핑,완도명사십리오토캠핑장,,89,75,전남,완도군,"예약, 남/녀 화장실 구분",4.27,,,,,,,,,,,,,,
캠핑,완주소양캠핑장,,40,234,전북,완주군,"카라반, 복층, 온돌방, 오토캠핑, 파쇄석, 데크",4.31,,,,,,,,,,,,,,
캠핑,왕산가족오토캠핑장,110000,242,128,인천,중구,"해수욕장, 수상레저, 바닷가, 바비큐장, 글램핑, 오토캠핑, 데크, 카라반, 개별바비큐",3.8,바비큐 해먹기 좋아요 ,12,,,,,,,,,,,,
캠핑,왕산가족오토캠핑장,110000,242,128,인천,중구,"해수욕장, 수상레저, 바닷가, 바비큐장, 글램핑, 오토캠핑, 데크, 카라반, 개별바비큐",3.8,주차하기 편해요,11,,,,,,,,,,,,
캠핑,왕산가족오토캠핑장,110000,242,128,인천,중구,"해수욕장, 수상레저, 바닷가, 바비큐장, 글램핑, 오토캠핑, 데크, 카라반, 개별바비큐",3.8,온수가 잘 나와요,9,,,,,,,,,,,,
캠핑,왕산가족오토캠핑장,110000,242,128,인천,중구,"해수욕장, 수상레저, 바닷가, 바비큐장, 글램핑, 오토캠핑, 데크, 카라반, 개별바비큐",3.8,조용히 쉬기 좋아요,7,,,,,,,,,,,,
캠핑,왕산가족오토캠핑장,110000,242,128,인천,중구,"해수욕장, 수상레저, 바닷가, 바비큐장, 글램핑, 오토캠핑, 데크, 카라반, 개별바비큐",3.8,물놀이하기 좋아요,6,,,,,,,,,,,,
캠핑,왕송호수캠핑장,,43,254,경기,의왕시,예약,4.58,주차하기 편해요,5,,,,,,,,,,,,
캠핑,왕송호수캠핑장,,43,254,경기,의왕시,예약,4.58,깨끗해요,3,,,,,,,,,,,,
캠핑,왕송호수캠핑장,,43,254,경기,의왕시,예약,4.58,조용히 쉬기 좋아요,3,,,,,,,,,,,,
캠핑,왕송호수캠핑장,,43,254,경기,의왕시,예약,4.58,공용시설 관리가 잘돼요,2,,,,,,,,,,,,
캠핑,왕송호수캠핑장,,43,254,경기,의왕시,예약,4.58,사진이 잘 나와요,1,,,,,,,,,,,,
캠핑,왕터리조트,225000,173,255,강원,춘천시,"반려동물, 카라반, 개별바비큐, 침대방, 수영장, 워터슬라이드, 바비큐장, 족구장, 수상레저, 워터파크, 2인실, 가족실, 데크, 와이파이, 선착순입장",4.06,뷰가 좋아요,37,,,,,,,,,,,,
캠핑,왕터리조트,225000,173,255,강원,춘천시,"반려동물, 카라반, 개별바비큐, 침대방, 수영장, 워터슬라이드, 바비큐장, 족구장, 수상레저, 워터파크, 2인실, 가족실, 데크, 와이파이, 선착순입장",4.06,주차하기 편해요,21,,,,,,,,,,,,
캠핑,왕터리조트,225000,173,255,강원,춘천시,"반려동물, 카라반, 개별바비큐, 침대방, 수영장, 워터슬라이드, 바비큐장, 족구장, 수상레저, 워터파크, 2인실, 가족실, 데크, 와이파이, 선착순입장",4.06,바비큐 해먹기 좋아요 ,18,,,,,,,,,,,,
캠핑,왕터리조트,225000,173,255,강원,춘천시,"반려동물, 카라반, 개별바비큐, 침대방, 수영장, 워터슬라이드, 바비큐장, 족구장, 수상레저, 워터파크, 2인실, 가족실, 데크, 와이파이, 선착순입장",4.06,조용히 쉬기 좋아요,18,,,,,,,,,,,,
캠핑,왕터리조트,225000,173,255,강원,춘천시,"반려동물, 카라반, 개별바비큐, 침대방, 수영장, 워터슬라이드, 바비큐장, 족구장, 수상레저, 워터파크, 2인실, 가족실, 데크, 와이파이, 선착순입장",4.06,온수가 잘 나와요,16,,,,,,,,,,,,
캠핑,왕피천숲속캠핑장,,3,52,경북,울진군,예약,,,,,,,,,,,,,,,
캠핑,왕피천하늘담야영장,,5,3,경북,울진군,"파쇄석, 계곡, 해수욕장, 바닷가, 공용시설, 와이파이, 문화유적, 체험활동",,,,,,,,,,,,,,,
캠핑,왜목오토캠핑장,,23,,충남,당진시,,,,,,,,,,,,,,,,
캠핑,요기는캠핑장,,109,,강원,영월군,"워터슬라이드, 수영장, 오토캠핑, 글램핑",,,,,,,,,,,,,,,
캠핑,요카카캠핑장,,4,23,충북,충주시,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분",,,,,,,,,,,,,,,
캠핑,파라다이스펜션캠핑장,,32,,경남,통영시,주차,,,,,,,,,,,,,,,
캠핑,용가리쌤캠핑장,50000,68,78,강원,홍천군,"오토캠핑, 계곡, 바비큐장, 단체, 카라반, 파쇄석, 장기숙박, 수영장",,뷰가 좋아요,43,,,,,,,,,,,,
캠핑,용가리쌤캠핑장,50000,68,78,강원,홍천군,"오토캠핑, 계곡, 바비큐장, 단체, 카라반, 파쇄석, 장기숙박, 수영장",,사이트 간격이 넓어요,24,,,,,,,,,,,,
캠핑,용가리쌤캠핑장,50000,68,78,강원,홍천군,"오토캠핑, 계곡, 바비큐장, 단체, 카라반, 파쇄석, 장기숙박, 수영장",,온수가 잘 나와요,24,,,,,,,,,,,,
캠핑,용가리쌤캠핑장,50000,68,78,강원,홍천군,"오토캠핑, 계곡, 바비큐장, 단체, 카라반, 파쇄석, 장기숙박, 수영장",,조용히 쉬기 좋아요,21,,,,,,,,,,,,
캠핑,용가리쌤캠핑장,50000,68,78,강원,홍천군,"오토캠핑, 계곡, 바비큐장, 단체, 카라반, 파쇄석, 장기숙박, 수영장",,주차하기 편해요,20,,,,,,,,,,,,
캠핑,용골송어와캠핑,,21,258,강원,평창군,,4.08,,,,,,,,,,,,,,
캠핑,용두산오토캠핑장,,39,73,충북,제천시,"포장, 국민지원금",4.21,,,,,,,,,,,,,,
캠핑,용두해수욕장숲속야영장,,3,39,충남,보령시,주차,,,,,,,,,,,,,,,
캠핑,용봉산돔글램핑&오토캠핑장(대형수영장&워터슬라이드),,56,15,충남,홍성군,,2.95,,,,,,,,,,,,,,
캠핑,용소캠핑장,63750,458,66,경기,가평군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.35,온수가 잘 나와요,44,,,,,,,,,,,,
캠핑,용소캠핑장,63750,458,66,경기,가평군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.35,화장실이 잘 되어있어요,37,,,,,,,,,,,,
캠핑,용소캠핑장,63750,458,66,경기,가평군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.35,매너타임이 잘 지켜져요,35,, 표충사(경남기념물 17), 간월휴양림, 신불산온천, 언양온천," 가지산 등의 관광지가 있다.""",4.54,산책로가 잘 되어있어요,56,,,
캠핑,용소캠핑장,63750,458,66,경기,가평군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.35,깨끗해요,32,,,,,,,,,,,,
캠핑,용소캠핑장,63750,458,66,경기,가평군,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",4.35,물놀이하기 좋아요,27,,,,,,,,,,,,
캠핑,용수그린랜드글램핑,126500,306,84,경기,가평군,"글램핑, 2인실, 가족실, 개별바비큐, 침대방, 반려동물, 족구장, 픽업, 와이파이, 공용시설, 계곡",4.67,조용히 쉬기 좋아요,53,,,,,,,,,,,,
캠핑,용수그린랜드글램핑,126500,306,84,경기,가평군,"글램핑, 2인실, 가족실, 개별바비큐, 침대방, 반려동물, 족구장, 픽업, 와이파이, 공용시설, 계곡",4.67,바비큐 해먹기 좋아요 ,45,,,,,,,,,,,,
캠핑,용수그린랜드글램핑,126500,306,84,경기,가평군,"글램핑, 2인실, 가족실, 개별바비큐, 침대방, 반려동물, 족구장, 픽업, 와이파이, 공용시설, 계곡",4.67,깨끗해요,43,,,,,,,,,,,,
캠핑,용수그린랜드글램핑,126500,306,84,경기,가평군,"글램핑, 2인실, 가족실, 개별바비큐, 침대방, 반려동물, 족구장, 픽업, 와이파이, 공용시설, 계곡",4.67,뷰가 좋아요,40,,,,,,,,,,,,
캠핑,용수그린랜드글램핑,126500,306,84,경기,가평군,"글램핑, 2인실, 가족실, 개별바비큐, 침대방, 반려동물, 족구장, 픽업, 와이파이, 공용시설, 계곡",4.67,화장실이 잘 되어있어요,36,, 표충사(경남기념물 17), 간월휴양림, 신불산온천, 언양온천," 가지산 등의 관광지가 있다.""",4.54,주차하기 편해요,43,,,
캠핑,용오름캠핑장,52750,634,85,강원,홍천군,"계곡, 데크, 카라반, 체험활동, 오토캠핑, 파쇄석, 노래방, 와이파이",4.54,물놀이하기 좋아요,83,,,,,,,,,,,,
캠핑,용오름캠핑장,52750,634,85,강원,홍천군,"계곡, 데크, 카라반, 체험활동, 오토캠핑, 파쇄석, 노래방, 와이파이",4.54,뷰가 좋아요,74,,,,,,,,,,,,
캠핑,용오름캠핑장,52750,634,85,강원,홍천군,"계곡, 데크, 카라반, 체험활동, 오토캠핑, 파쇄석, 노래방, 와이파이",4.54,조용히 쉬기 좋아요,60,,,,,,,,,,,,
캠핑,용오름캠핑장,52750,634,85,강원,홍천군,"계곡, 데크, 카라반, 체험활동, 오토캠핑, 파쇄석, 노래방, 와이파이",4.54,온수가 잘 나와요,55,,,,,,,,,,,,
캠핑,용오름캠핑장,52750,634,85,강원,홍천군,"계곡, 데크, 카라반, 체험활동, 오토캠핑, 파쇄석, 노래방, 와이파이",4.54,깨끗해요,46,,,,,,,,,,,,
캠핑,용인둥지골캠핑장,,7,29,경기,용인시,"바비큐장, 자연학습, 오토캠핑, 데크, 파쇄석, 개별바비큐",,,,,,,,,,,,,,,
캠핑,미르힐자연캠핑장,,9,93,경기,용인시,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분",,,,, 표충사(경남기념물 17), 간월휴양림, 신불산온천, 언양온천," 가지산 등의 관광지가 있다.""",4.54,뷰가 좋아요,42,,,
캠핑,용인자연숲캠핑장,,22,122,경기,용인시,"주차, 포장, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",4.3,,,,,,,,,,,,,,
캠핑,용인단풍숲캠핑장,,315,,경기,용인시,"오토캠핑, 파쇄석, 단체, 온돌방, 수영장, 잔디, 바비큐장, 공용시설, 복층, 가족실, 독채",,,,,,,,,,,,,,,
캠핑,용인대장금파크캠핑장,190000,458,55,경기,용인시,"포장, 국민지원금",4.67,깨끗해요,146,,,,,,,,,,,,
캠핑,용인대장금파크캠핑장,190000,458,55,경기,용인시,"포장, 국민지원금",4.67,온수가 잘 나와요,133,,,,,,,,,,,,
캠핑,용인대장금파크캠핑장,190000,458,55,경기,용인시,"포장, 국민지원금",4.67,주차하기 편해요,120,,,,,,,,,,,,
캠핑,용인대장금파크캠핑장,190000,458,55,경기,용인시,"포장, 국민지원금",4.67,화장실이 잘 되어있어요,102,,,,,,,,,,,,
캠핑,용인대장금파크캠핑장,190000,458,55,경기,용인시,"포장, 국민지원금",4.67,공용시설 관리가 잘돼요,92,, 표충사(경남기념물 17), 간월휴양림, 신불산온천, 언양온천," 가지산 등의 관광지가 있다.""",4.54,조용히 쉬기 좋아요,36,,,
캠핑,용인랜드숲속캠핑장,,28,129,경기,용인시,수영장,4.38,,,,,,,,,,,,,,
캠핑,용인힐링캠핑장,,56,116,경기,용인시,,4.38,조용히 쉬기 좋아요,3,,,,,,,,,,,,
캠핑,용인힐링캠핑장,,56,116,경기,용인시,,4.38,매너타임이 잘 지켜져요,3,,,,,,,,,,,,
캠핑,용인힐링캠핑장,,56,116,경기,용인시,,4.38,공용시설 관리가 잘돼요,3,,,,,,,,,,,,
캠핑,용인힐링캠핑장,,56,116,경기,용인시,,4.38,사이트 간격이 넓어요,3,,,,,,,,,,,,
캠핑,용인힐링캠핑장,,56,116,경기,용인시,,4.38,뷰가 좋아요,3,, 표충사(경남기념물 17), 간월휴양림, 신불산온천, 언양온천," 가지산 등의 관광지가 있다.""",4.54,사진이 잘 나와요,16,,,
캠핑,용추돌모리캠핑장,,5,,경남,함양군,,,,,,,,,,,,,,,,
캠핑,우니메이카고령점,51250,193,43,경북,고령군,"파쇄석, 오토캠핑, 신축, 계곡, 개별바비큐, 와이파이",4.95,조용히 쉬기 좋아요,105,,,,,,,,,,,,
캠핑,우니메이카고령점,51250,193,43,경북,고령군,"파쇄석, 오토캠핑, 신축, 계곡, 개별바비큐, 와이파이",4.95,화장실이 잘 되어있어요,97,,,,,,,,,,,,
캠핑,우니메이카고령점,51250,193,43,경북,고령군,"파쇄석, 오토캠핑, 신축, 계곡, 개별바비큐, 와이파이",4.95,매너타임이 잘 지켜져요,84,,,,,,,,,,,,
캠핑,우니메이카고령점,51250,193,43,경북,고령군,"파쇄석, 오토캠핑, 신축, 계곡, 개별바비큐, 와이파이",4.95,깨끗해요,76,,,,,,,,,,,,
캠핑,우니메이카고령점,51250,193,43,경북,고령군,"파쇄석, 오토캠핑, 신축, 계곡, 개별바비큐, 와이파이",4.95,공용시설 관리가 잘돼요,52,,,,,,,,,,,,
캠핑,우니메이카단양점,80000,43,8,충북,단양군,"오토캠핑, 계곡",,조용히 쉬기 좋아요,40,,,,,,,,,,,,
캠핑,우니메이카단양점,80000,43,8,충북,단양군,"오토캠핑, 계곡",,깨끗해요,30,,,,,,,,,,,,
캠핑,우니메이카단양점,80000,43,8,충북,단양군,"오토캠핑, 계곡",,사이트 간격이 넓어요,27,,,,,,,,,,,,
캠핑,우니메이카단양점,80000,43,8,충북,단양군,"오토캠핑, 계곡",,화장실이 잘 되어있어요,25,,,,,,,,,,,,
캠핑,우니메이카단양점,80000,43,8,충북,단양군,"오토캠핑, 계곡",,매너타임이 잘 지켜져요,20,,,,,,,,,,,,
캠핑,우니메이카밀양점,,100,31,경남,밀양시,"침대방, 가족실, 오토캠핑, 방갈로, 파쇄석, 글램핑, 2인실, 수영장, 공용시설, 신축",,,,,,,,,,,,,,,
캠핑,우니메이카산청점,75000,172,45,경남,산청군,"파쇄석, 오토캠핑, 계곡, 데크, 카라반, 2인실, 가족실, 공용시설",,깨끗해요,88,,,,,,,,,,,,
캠핑,우니메이카산청점,75000,172,45,경남,산청군,"파쇄석, 오토캠핑, 계곡, 데크, 카라반, 2인실, 가족실, 공용시설",,온수가 잘 나와요,87,,,,,,,,,,,,
캠핑,우니메이카산청점,75000,172,45,경남,산청군,"파쇄석, 오토캠핑, 계곡, 데크, 카라반, 2인실, 가족실, 공용시설",,조용히 쉬기 좋아요,86,,,,,,,,,,,,
캠핑,우니메이카산청점,75000,172,45,경남,산청군,"파쇄석, 오토캠핑, 계곡, 데크, 카라반, 2인실, 가족실, 공용시설",,화장실이 잘 되어있어요,85,,,,,,,,,,,,
캠핑,우니메이카산청점,75000,172,45,경남,산청군,"파쇄석, 오토캠핑, 계곡, 데크, 카라반, 2인실, 가족실, 공용시설",,사이트 간격이 넓어요,62,,,,,,,,,,,,
캠핑,우니메이카안동점,,13,5,경북,안동시,"독채, 카라반, 파쇄석, 오토캠핑, 가족실, 신축, 바비큐장, 2인실, 잔디, 공용시설",,화장실이 잘 되어있어요,10,,,,,,,,,,,,
캠핑,우니메이카안동점,,13,5,경북,안동시,"독채, 카라반, 파쇄석, 오토캠핑, 가족실, 신축, 바비큐장, 2인실, 잔디, 공용시설",,조용히 쉬기 좋아요,6,,,,,,,,,,,,
캠핑,우니메이카안동점,,13,5,경북,안동시,"독채, 카라반, 파쇄석, 오토캠핑, 가족실, 신축, 바비큐장, 2인실, 잔디, 공용시설",,개수대가 잘 되어있어요,6,,,,,,,,,,,,
캠핑,우니메이카안동점,,13,5,경북,안동시,"독채, 카라반, 파쇄석, 오토캠핑, 가족실, 신축, 바비큐장, 2인실, 잔디, 공용시설",,깨끗해요,7,,,,,,,,,,,,
캠핑,우니메이카안동점,,13,5,경북,안동시,"독채, 카라반, 파쇄석, 오토캠핑, 가족실, 신축, 바비큐장, 2인실, 잔디, 공용시설",,매너타임이 잘 지켜져요,6,,,,,,,,,,,,
캠핑,우니메이카철원점,52500,169,27,강원,철원군,"오토캠핑, 파쇄석, 와이파이, 신축",,화장실이 잘 되어있어요,125,,,,,,,,,,,,
캠핑,우니메이카철원점,52500,169,27,강원,철원군,"오토캠핑, 파쇄석, 와이파이, 신축",,깨끗해요,116,,,,,,,,,,,,
캠핑,우니메이카철원점,52500,169,27,강원,철원군,"오토캠핑, 파쇄석, 와이파이, 신축",,조용히 쉬기 좋아요,101,,,,,,,,,,,,
캠핑,우니메이카철원점,52500,169,27,강원,철원군,"오토캠핑, 파쇄석, 와이파이, 신축",,매너타임이 잘 지켜져요,92,,,,,,,,,,,,
캠핑,우니메이카철원점,52500,169,27,강원,철원군,"오토캠핑, 파쇄석, 와이파이, 신축",,온수가 잘 나와요,88,,,,,,,,,,,,
캠핑,우니메이카양양점,80000,219,29,강원,양양군,"2인실, 데크, 가족실, 파쇄석, 오토캠핑, 바비큐장, 공용시설, 와이파이, 신축, 계곡",4.85,깨끗해요,95,,,,,,,,,,,,
캠핑,우니메이카양양점,80000,219,29,강원,양양군,"2인실, 데크, 가족실, 파쇄석, 오토캠핑, 바비큐장, 공용시설, 와이파이, 신축, 계곡",4.85,조용히 쉬기 좋아요,84,,,,,,,,,,,,
캠핑,우니메이카양양점,80000,219,29,강원,양양군,"2인실, 데크, 가족실, 파쇄석, 오토캠핑, 바비큐장, 공용시설, 와이파이, 신축, 계곡",4.85,화장실이 잘 되어있어요,81,,,,,,,,,,,,
캠핑,우니메이카양양점,80000,219,29,강원,양양군,"2인실, 데크, 가족실, 파쇄석, 오토캠핑, 바비큐장, 공용시설, 와이파이, 신축, 계곡",4.85,온수가 잘 나와요,60,,,,,,,,,,,,
캠핑,우니메이카양양점,80000,219,29,강원,양양군,"2인실, 데크, 가족실, 파쇄석, 오토캠핑, 바비큐장, 공용시설, 와이파이, 신축, 계곡",4.85,매너타임이 잘 지켜져요,55,,,,,,,,,,,,
캠핑,우니메이카태안점,60000,288,25,충남,태안군,"오토캠핑, 데크, 신축, 해수욕장, 바닷가",4.93,조용히 쉬기 좋아요,201,,,,,,,,,,,,
캠핑,우니메이카태안점,60000,288,25,충남,태안군,"오토캠핑, 데크, 신축, 해수욕장, 바닷가",4.93,깨끗해요,177,,,,,,,,,,,,
캠핑,우니메이카태안점,60000,288,25,충남,태안군,"오토캠핑, 데크, 신축, 해수욕장, 바닷가",4.93,화장실이 잘 되어있어요,155,,,,,,,,,,,,
캠핑,우니메이카태안점,60000,288,25,충남,태안군,"오토캠핑, 데크, 신축, 해수욕장, 바닷가",4.93,매너타임이 잘 지켜져요,148,,,,,,,,,,,,
캠핑,우니메이카태안점,60000,288,25,충남,태안군,"오토캠핑, 데크, 신축, 해수욕장, 바닷가",4.93,온수가 잘 나와요,118,,,,,,,,,,,,
캠핑,우니메이카가평점,60000,232,50,경기,가평군,"파쇄석, 오토캠핑, 바비큐장, 장기숙박, 와이파이, 계곡, 수상레저, 스키장",4.73,화장실이 잘 되어있어요,117,,,,,,,,,,,,
캠핑,우니메이카가평점,60000,232,50,경기,가평군,"파쇄석, 오토캠핑, 바비큐장, 장기숙박, 와이파이, 계곡, 수상레저, 스키장",4.73,깨끗해요,112,,,,,,,,,,,,
캠핑,우니메이카가평점,60000,232,50,경기,가평군,"파쇄석, 오토캠핑, 바비큐장, 장기숙박, 와이파이, 계곡, 수상레저, 스키장",4.73,공용시설 관리가 잘돼요,84,,,,,,,,,,,,
캠핑,우니메이카가평점,60000,232,50,경기,가평군,"파쇄석, 오토캠핑, 바비큐장, 장기숙박, 와이파이, 계곡, 수상레저, 스키장",4.73,온수가 잘 나와요,79,,,,,,,,,,,,
캠핑,우니메이카가평점,60000,232,50,경기,가평군,"파쇄석, 오토캠핑, 바비큐장, 장기숙박, 와이파이, 계곡, 수상레저, 스키장",4.73,개수대가 잘 되어있어요,75,,,,,,,,,,,,
캠핑,우니메이카연천점,55000,329,44,경기,연천군,"신축, 와이파이, 파쇄석",,화장실이 잘 되어있어요,234,,,,,,,,,,,,
캠핑,우니메이카연천점,55000,329,44,경기,연천군,"신축, 와이파이, 파쇄석",,조용히 쉬기 좋아요,207,,,,,,,,,,,,
캠핑,우니메이카연천점,55000,329,44,경기,연천군,"신축, 와이파이, 파쇄석",,깨끗해요,203,,,,,,,,,,,,
캠핑,우니메이카연천점,55000,329,44,경기,연천군,"신축, 와이파이, 파쇄석",,온수가 잘 나와요,174,,,,,,,,,,,,
캠핑,우니메이카연천점,55000,329,44,경기,연천군,"신축, 와이파이, 파쇄석",,매너타임이 잘 지켜져요,158,,,,,,,,,,,,
캠핑,우리캠핑장,,1,2,경기,포천시,,,,,,,,,,,,,,,,
캠핑,우리꽃캠핑장,,75,,경기,용인시,,,,,,,,,,,,,,,,
캠핑,우리들캠핑장,66250,37,13,강원,양양군,"계곡, 오토캠핑, 개별바비큐, 온돌방, 데크, 파쇄석",4.97,깨끗해요,19,,,,,,,,,,,,
캠핑,우리들캠핑장,66250,37,13,강원,양양군,"계곡, 오토캠핑, 개별바비큐, 온돌방, 데크, 파쇄석",4.97,화장실이 잘 되어있어요,15,,,,,,,,,,,,
캠핑,우리들캠핑장,66250,37,13,강원,양양군,"계곡, 오토캠핑, 개별바비큐, 온돌방, 데크, 파쇄석",4.97,온수가 잘 나와요,12,,,,,,,,,,,,
캠핑,우리들캠핑장,66250,37,13,강원,양양군,"계곡, 오토캠핑, 개별바비큐, 온돌방, 데크, 파쇄석",4.97,매너타임이 잘 지켜져요,11,,,,,,,,,,,,
캠핑,우리들캠핑장,66250,37,13,강원,양양군,"계곡, 오토캠핑, 개별바비큐, 온돌방, 데크, 파쇄석",4.97,개수대가 잘 되어있어요,11,,,,,,,,,,,,
캠핑,운산리구라이골캠핑장,,1,24,경기,포천시,,,,,,,,,,,,,,,,
캠핑,운악184캠핑장,50000,119,12,경기,포천시,"장기숙박, 계곡, 오토캠핑, 파쇄석, 와이파이, 스키장",,깨끗해요,86,,,,,,,,,,,,
캠핑,운악184캠핑장,50000,119,12,경기,포천시,"장기숙박, 계곡, 오토캠핑, 파쇄석, 와이파이, 스키장",,화장실이 잘 되어있어요,75,,,,,,,,,,,,
캠핑,운악184캠핑장,50000,119,12,경기,포천시,"장기숙박, 계곡, 오토캠핑, 파쇄석, 와이파이, 스키장",,사이트 간격이 넓어요,67,,,,,,,,,,,,
캠핑,운악184캠핑장,50000,119,12,경기,포천시,"장기숙박, 계곡, 오토캠핑, 파쇄석, 와이파이, 스키장",,온수가 잘 나와요,61,,,,,,,,,,,,
캠핑,운악184캠핑장,50000,119,12,경기,포천시,"장기숙박, 계곡, 오토캠핑, 파쇄석, 와이파이, 스키장",,공용시설 관리가 잘돼요,57,,,,,,,,,,,,
캠핑,운악레저타운,163285,129,22,경기,포천시,"포장, 예약, 남/녀 화장실 구분, 국민지원금",4.31,바비큐 해먹기 좋아요 ,17,,,,,,,,,,,,
캠핑,운악레저타운,163285,129,22,경기,포천시,"포장, 예약, 남/녀 화장실 구분, 국민지원금",4.31,주차하기 편해요,14,,,,,,,,,,,,
캠핑,운악레저타운,163285,129,22,경기,포천시,"포장, 예약, 남/녀 화장실 구분, 국민지원금",4.31,조용히 쉬기 좋아요,13,,,,,,,,,,,,
캠핑,운악레저타운,163285,129,22,경기,포천시,"포장, 예약, 남/녀 화장실 구분, 국민지원금",4.31,온수가 잘 나와요,8,,,,,,,,,,,,
캠핑,운악레저타운,163285,129,22,경기,포천시,"포장, 예약, 남/녀 화장실 구분, 국민지원금",4.31,매너타임이 잘 지켜져요,7,,,,,,,,,,,,
캠핑,운악산진우네캠핑장,40000,1,22,경기,포천시,"파쇄석, 오토캠핑, 개별바비큐, 바비큐장, 투어, 장기숙박, 신축, 모던, 자연학습, 문화유적, 체험활동, 스키장",,,,,,,,,,,,,,,
캠핑,운악승마캠핑수영장카라반글램핑,166500,185,48,경기,포천시,"단체, 개별바비큐, 침대방, 2인실, 가족실, 카라반, 글램핑, 수영장, 워터슬라이드, 노래방, 체험활동",4.54,바비큐 해먹기 좋아요 ,31,,,,,,,,,,,,
캠핑,운악승마캠핑수영장카라반글램핑,166500,185,48,경기,포천시,"단체, 개별바비큐, 침대방, 2인실, 가족실, 카라반, 글램핑, 수영장, 워터슬라이드, 노래방, 체험활동",4.54,주차하기 편해요,28,,,,,,,,,,,,
캠핑,운악승마캠핑수영장카라반글램핑,166500,185,48,경기,포천시,"단체, 개별바비큐, 침대방, 2인실, 가족실, 카라반, 글램핑, 수영장, 워터슬라이드, 노래방, 체험활동",4.54,조용히 쉬기 좋아요,25,,,,,,,,,,,,
캠핑,운악승마캠핑수영장카라반글램핑,166500,185,48,경기,포천시,"단체, 개별바비큐, 침대방, 2인실, 가족실, 카라반, 글램핑, 수영장, 워터슬라이드, 노래방, 체험활동",4.54,매너타임이 잘 지켜져요,19,,,,,,,,,,,,
캠핑,운악승마캠핑수영장카라반글램핑,166500,185,48,경기,포천시,"단체, 개별바비큐, 침대방, 2인실, 가족실, 카라반, 글램핑, 수영장, 워터슬라이드, 노래방, 체험활동",4.54,사진이 잘 나와요,16,,,,,,,,,,,,
캠핑,운일암반일암국민여가캠핑장,94500,"1,176",157,전북,진안군,"글램핑, 오토캠핑, 파쇄석, 공용시설, 신축",4.42,깨끗해요,304,,,,,,,,,,,,
캠핑,운일암반일암국민여가캠핑장,94500,"1,176",157,전북,진안군,"글램핑, 오토캠핑, 파쇄석, 공용시설, 신축",4.42,주차하기 편해요,298,,,,,,,,,,,,
캠핑,운일암반일암국민여가캠핑장,94500,"1,176",157,전북,진안군,"글램핑, 오토캠핑, 파쇄석, 공용시설, 신축",4.42,온수가 잘 나와요,239,,,,,,,,,,,,
캠핑,운일암반일암국민여가캠핑장,94500,"1,176",157,전북,진안군,"글램핑, 오토캠핑, 파쇄석, 공용시설, 신축",4.42,화장실이 잘 되어있어요,217,,,,,,,,,,,,
캠핑,운일암반일암국민여가캠핑장,94500,"1,176",157,전북,진안군,"글램핑, 오토캠핑, 파쇄석, 공용시설, 신축",4.42,개수대가 잘 되어있어요,211,,,,,,,,,,,,
캠핑,울성캠핑낚시터,,46,,경기,평택시,"주차, 예약",,,,,,,,,,,,,,,
캠핑,웅이네캠핑장,,6,154,전북,순창군,"주차, 포장, 예약, 남/녀 화장실 구분, 국민지원금",,,,,,,,,,,,,,,
캠핑,원남지야영장,,1,91,충북,음성군,"주차, 남/녀 화장실 구분",,,,,,,,,,,,,,,
